abstract,relevance
"1. J Agric Food Chem. 2002 Dec 4;50(25):7211-9. doi: 10.1021/jf020115h.

Activity and concentration of polyphenolic antioxidants in apple juice. 1. 
Effect of existing production methods.

Van Der Sluis AA(1), Dekker M, Skrede G, Jongen WM.

Author information:
(1)Product Design and Quality Management Group, Department of Agrotechnology and 
Food Sciences, Wageningen University, P.O. Box 8129, 6700 EV Wageningen, The 
Netherlands.

Apples are an important source of flavonoids in the human diet. The effect of 
processing apples into juice on polyphenolic antioxidant content and activity is 
described. Raw juice obtained from Jonagold apples by pulping and straight 
pressing or after pulp enzyming had an antioxidant activity that was only 10 and 
3%, respectively, of the activity of the fresh apples. The levels of flavonoids 
and chlorogenic acid in the juice were reduced to between 50% (chlorogenic acid) 
and 3% (catechins). Most of the antioxidants were retained in the pomace rather 
than being transferred into the juice. Apparently, most of the antioxidant 
compounds are absorbed to the solid matter of the pomace. In apple juice, 45% of 
the total measured antioxidant activity could be ascribed to the analyzed 
antioxidants. For three apple cultivars tested (Elstar, Golden Delicious, and 
Jonagold), the processing methods had similar effects. The results indicate that 
processing can have a major impact on the bioactivity of products.

DOI: 10.1021/jf020115h
PMID: 12452634 [Indexed for MEDLINE]",1
"1. J Chromatogr B Analyt Technol Biomed Life Sci. 2004 Dec 25;813(1-2):303-12.
doi:  10.1016/j.jchromb.2004.10.033.

Urinary excretion of lignans after administration of isolated plant lignans to 
rats: the effect of single dose and ten-day exposures.

Smeds AI(1), Saarinen NM, Hurmerinta TT, Penttinen PE, Sjöholm RE, Mäkelä SI.

Author information:
(1)Department of Organic Chemistry, Abo Akademi University, Biskopsg. 8, 
FIN-20500 Turku/Abo, Finland. ansmeds@abo.fi

The difference in urinary excretion of mammalian and plant lignans in rats was 
determined after oral administration of equivalent doses (25 mg/kg of body 
weight) of 7-hydroxymatairesinol (HMR), lariciresinol (LAR), matairesinol (MR), 
and secoisolariciresinol (SECO). Twenty-four hours-urine samples were collected 
after a single dose and after administration of one dose/day for 10 days. Eight 
lignans were analysed in urine extracts using a high-performance liquid 
chromatography-tandem mass spectrometry method showing good sensitivity and 
repeatability. After a single dose of HMR, LAR, MR, and SECO, the main 
metabolites were 7-hydroxyenterolactone (HENL), cyclolariciresinol (CLAR), 
enterolactone (ENL), and enterodiol (END), respectively, but after 10-day 
exposure ENL was the main metabolite of all the tested lignans, showing a 
considerably higher excretion than after a single dose. Metabolic 
transformations of plant lignans into each other could also be observed.

DOI: 10.1016/j.jchromb.2004.10.033
PMID: 15556546 [Indexed for MEDLINE]",1
"1. J Agric Food Chem. 2007 Feb 21;55(4):1337-46. doi: 10.1021/jf0629134. Epub
2007  Jan 30.

Quantification of a broad spectrum of lignans in cereals, oilseeds, and nuts.

Smeds AI(1), Eklund PC, Sjöholm RE, Willför SM, Nishibe S, Deyama T, Holmbom BR.

Author information:
(1)Department of Biochemistry and Pharmacy, Abo Akademi University, BioCity, 
Artillerigatan 6A, FI-20520, Turku, Finland. ansmeds@abo.fi

Twenty-four plant lignans were analyzed by high-performance liquid 
chromatography-tandem mass spectrometry in bran extracts of 16 cereal species, 
in four nut species, and in two oilseed species (sesame seeds and linseeds). 
Eighteen of these were lignans previously unidentified in these species, and of 
these, 16 were identified in the analyzed samples. Four different extraction 
methods were applied as follows: alkaline extraction, mild acid extraction, a 
combination of alkaline and mild acid extraction, or accelerated solvent 
extraction. The extraction method was of great importance for the lignan yield. 
7-Hydroxymatairesinol, which has not previously been detected in cereals because 
of destructive extraction methods, was the dominant lignan in wheat, triticale, 
oat, barley, millet, corn bran, and amaranth whole grain. Syringaresinol was the 
other dominant cereal lignan. Wheat and rye bran had the highest lignan content 
of all cereals; however, linseeds and sesame seeds were by far the most 
lignan-rich of the studied species.

DOI: 10.1021/jf0629134
PMID: 17261017 [Indexed for MEDLINE]",1
"1. Food Chem. 2012 Oct 15;134(4):1991-8. doi: 10.1016/j.foodchem.2012.03.133.
Epub  2012 Apr 9.

Content, composition, and stereochemical characterisation of lignans in berries 
and seeds.

Smeds AI(1), Eklund PC, Willför SM.

Author information:
(1)Laboratory of Wood and Paper Chemistry, Process Chemistry Centre, Åbo Akademi 
University, Porthansgatan 3-5, FI-20500 Turku/Åbo, Finland. ansmeds@abo.fi

In seed extracts of five oilseed species, in bran extracts of three cereal 
species, and in seed and/or whole berry extracts of 10 berry species, the 
concentrations of a large number of lignans and the enantiomeric composition of 
selected lignans were determined. In the case of sesame and hemp seeds, the 
lignan content and composition of the whole seeds was compared to that of the 
hulled seeds. The results showed that cloudberry seeds are the third most 
lignan-rich food source after linseeds and whole sesame seeds, and that most of 
the berry species analysed were more lignan-rich than the cereal brans. The 
lignans are concentrated in the hull of the oilseeds and in the seeds of the 
berries. In most samples, secoisolarici-, pino-, medio-, and syringaresinol were 
present as a mixture of two enantiomers.

Copyright © 2012 Elsevier Ltd. All rights reserved.

DOI: 10.1016/j.foodchem.2012.03.133
PMID: 23442648 [Indexed for MEDLINE]",1
"1. J Agric Food Chem. 1999 Apr;47(4):1435-9. doi: 10.1021/jf9809885.

trans-resveratrol content in commercial peanuts and peanut products.

Sobolev VS(1), Cole RJ.

Author information:
(1)National Peanut Research Laboratory, Agricultural Research Service, U.S. 
Department of Agriculture, Dawson, Georgia 31742, USA. vsobolev@nprl.usda.gov

A modified high-performance liquid chromatographic (HPLC) method for 
determination of trans-resveratrol (resveratrol) in peanuts and peanut products 
has been developed. Resveratrol was extracted with acetonitrile-water (90/10, 
v/v) by blending with diatomaceous earth at high speed followed by purification 
of an aliquot of the extract on a minicolumn packed with Al(2)O(3)-ODS (C(18)) 
mixture. The column was eluted with acetonitrile-water (90/10, v/v), eluate was 
evaporated under nitrogen, and residue was dissolved in HPLC mobile phase. 
Resveratrol in an aliquot of purified extract was quantitated by HPLC on silica 
gel with n-hexane-2-propanol-water-acetonitrile-acetic acid (1050/270/17/5/1, 
v/v) as a mobile phase. The recovery of resveratrol added to diatomaceous earth 
at 0.05 microg/g was 98.95 +/- 17.79%; the recovery of the standard added to 
fresh peanuts (with 0.070 microg/g natural level of resveratrol) at 0.50, 5.00, 
and 10.00 microg/g was 117.23 +/- 8.87, 100.10 +/- 2.49, and 100.45 +/- 1.51%, 
respectively. The quantitation limit of resveratrol in fresh peanuts was about 
0. 01 microg/g. Roasted peanuts had the lowest content of resveratrol of 0.055 
+/- 0.023 microg/g (n = 21), while in peanut butter its concentration was 
significantly higher, 0.324 +/- 0.129 microg/g (n = 46), and boiled peanuts had 
the highest level of 5.138 +/- 2.849 microg/g (n = 12). Resveratrol content in 
commercial peanut products was similar to the resveratrol content of the raw 
peanut fractions routinely used for making them.

DOI: 10.1021/jf9809885
PMID: 10563995 [Indexed for MEDLINE]",1
"1. J Chromatogr B Biomed Sci Appl. 2001 Jun 5;757(1):161-72. doi: 
10.1016/s0378-4347(01)00142-6.

Ultrasensitive assay for three polyphenols (catechin, quercetin and resveratrol) 
and their conjugates in biological fluids utilizing gas chromatography with mass 
selective detection.

Soleas GJ(1), Yan J, Goldberg DM.

Author information:
(1)Quality Assurance, Liquor Control Board of Ontario, Toronto, Canada.

The concentrations of three polyphenols ((+)-catechin, quercetin and 
trans-resveratrol) in blood serum, plasma and urine, as well as whole blood, 
have been measured after their oral and intragastric administration, 
respectively, to humans and rats. The method developed for this purpose utilized 
ethyl acetate extraction of 100 microl samples and their derivatization with 
bis(trimethylsilyl)trifluoroacetamide (BSTFA) followed by gas-chromatographic 
analysis on a DB-5 column followed by mass selective detection employing two 
target ions and one qualifier ion for each compound. Total run time was 17 min 
with excellent resolution and linearity. The limits of detection (LOD) and 
quantitation (LOQ) were an order of magnitude less than for any previously 
published method, being 0.01 microg/l and 0.1 microg/l, respectively, for all 
compounds. Recovery at 1 microg/l and 10 microg/l was >80% in all instances but 
one, and was >90% in 50%. Imprecision was acceptable at 0.25 and 1.0 microg/l, 
concentrations below the LOQ of previous methods. Aglycones released from 
conjugates after hydrolysis were easily measurable. Optimal conditions for 
hydrolysis were established. After oral administration of the three polyphenols 
to humans, their conjugates vastly exceeded the concentrations of the aglycones 
in both plasma and urine. Concentrations peaked within 0.5-1.0 h in plasma and 
within 8 h in urine. During the first 24 h, 5.1% of the (+)-catechin and 24.6% 
of the trans-resveratrol given were recovered in the urine (free plus 
conjugated). This method can be proposed as the method of choice to assay these 
polyphenols and their conjugates in biological fluids.

DOI: 10.1016/s0378-4347(01)00142-6
PMID: 11419741 [Indexed for MEDLINE]",1
"1. J Agric Food Chem. 2006 Oct 4;54(20):7717-23. doi: 10.1021/jf060497h.

Antioxidant activities and anthocyanin content of fresh fruits of common fig 
(Ficus carica L.).

Solomon A(1), Golubowicz S, Yablowicz Z, Grossman S, Bergman M, Gottlieb HE, 
Altman A, Kerem Z, Flaishman MA.

Author information:
(1)Department of Fruit Tree Sciences, Institute of Horticulture, ARO, The 
Volcani Center, PO Box 6, Bet Dagan 50250, Israel.

Fig fruit has been a typical component in the health-promoting Mediterranean 
diet for millennia. To study the potential health-promoting constituents of fig 
fruits, six commercial fig varieties differing in color (black, red, yellow, and 
green) were analyzed for total polyphenols, total flavonoids, antioxidant 
capacity, and amount and profile of anthocyanins. Using reversed-phase liquid 
chromatography (RP-LC), various concentrations of anthocyanins but a similar 
profile was found in all varieties studied. Hydrolysis revealed cyanidin as the 
major aglycon. Proton and carbon NMR confirmed cyanidin-3-O-rhamnoglucoside 
(cyanidin-3-O-rutinoside; C3R) as the main anthocyanin in all fruits. Color 
appearance of fig extract correlated well with total polyphenols, flavonoids, 
anthocyanins, and antioxidant capacity. Extracts of darker varieties showed 
higher contents of phytochemicals compared to lighter colored varieties. Fruit 
skins contributed most of the above phytochemicals and antioxidant activity 
compared to the fruit pulp. Antioxidant capacity correlated well with the 
amounts of polyphenols and anthocyanins (R2 = 0.985 and 0.992, respectively). In 
the dark-colored Mission and the red Brown-Turkey varieties, the anthocyanin 
fraction contributed 36 and 28% of the total antioxidant capacity, respectively. 
C3R contributed 92% of the total antioxidant capacity of the anthocyanin 
fraction. Fruits of the Mission variety contained the highest levels of 
polyphenols, flavonoids, and anthocyanins and exhibited the highest antioxidant 
capacity.

DOI: 10.1021/jf060497h
PMID: 17002444 [Indexed for MEDLINE]",1
"1. Antioxidants (Basel). 2025 Sep 18;14(9):1129. doi: 10.3390/antiox14091129.

Ovary Metal Toxicity Remediation by Agro-Food Waste: Evidence for a Regulatory 
Mechanism of Oxidative Stress by Banana (Musa cavendish) Peel Extract.

Eddie-Amadi BF(1), Vangone R(2), Guerretti V(2), Ozoani HA(3)(4), Okolo KO(4), 
Awolayeofori D(5), Odinga-Israel TB(5), Nkpaa KW(3), Sivieri EM(2), Orisakwe 
OE(6), Guerriero G(2)(7).

Author information:
(1)African Centre of Excellence for Oilfield Chemicals Research, University of 
Port Harcourt, Choba 500102, Nigeria.
(2)Comparative Endocrinology Laboratory (EClab), Department of Biology, 
University of Naples Federico II, 80126 Naples, Italy.
(3)African Centre of Excellence for Public Health and Toxicological Research, 
University of Port Harcourt, Choba 500102, Nigeria.
(4)Department of Pharmacology & Toxicology, Faculty of Pharmacy, Enugu State, 
University of Science & Technology, 042, Enugu 400001, Nigeria.
(5)Department of Biochemistry, Faculty of Science, Rivers State University, Port 
Harcourt, Diobu 500264, Nigeria.
(6)Advanced Research Centre, European University of Lefke, Lefke, Northern 
Cyprus, TR-10, Mersin 99780, Turkey.
(7)Interdepartmental Research Center for the Environment (IRCEnv, CIRAm), Via 
Tarsia 31, 80135 Napoli, Italy.

Banana (Musa cavendish) peel, usually discarded as waste, is a polyphenol-rich 
source with antioxidant and chelating properties. This study evaluated its 
ability to mitigate ovarian toxicity induced by a heavy metal mixture (HMM) 
consisting of Hg, Mn, Pb, and Al in female rats. Animals received the HMM with 
or without banana peel extract at 200, 400, and 800 mg/kg dosages for 60 days. 
Co-treatment dose-dependently reduced ovarian metal accumulation, attenuated 
oxidative and nitrosative stress (MDA, NO), restored antioxidant enzyme 
activities (SOD, CAT, GSH, GPx), and modulated pro-inflammatory (IL-6, TNF-α), 
apoptotic (Caspase-3), and transcriptional factors (NF-κB, Nrf2). The gonadal 
endocrine profile also improved gonadotropins (FSH, LH), prolactin (PRL), and 
progesterone (P), which were normalized at the medium dose (400 mg/kg), and 
demonstrated a clear dose-related effect. Histological examination further 
revealed that this dose most effectively improved ovarian tissue. GC-MS analysis 
identified bioactive compounds including resveratrol, proanthocyanidins, and 
anthocyanidins, supporting both antioxidant and chelating actions. These 
findings demonstrate that banana peel extract exerts a dual, dose-dependent 
protective role in the gonad, limiting metal burden while enhancing redox 
defenses, and highlight its translational potential as a sustainable agro-food 
waste product in reproductive toxicology.

DOI: 10.3390/antiox14091129
PMCID: PMC12466679
PMID: 41009033

Conflict of interest statement: The authors report no conflicts of interest.",1
"1. J Agric Food Chem. 2005 Nov 16;53(23):9128-32. doi: 10.1021/jf051445f.

Influence of two fertilization regimens on the amounts of organic acids and 
phenolic compounds of tronchuda cabbage (Brassica oleracea L. Var. costata DC).

Sousa C(1), Valentão P, Rangel J, Lopes G, Pereira JA, Ferreres F, Seabra RM, 
Andrade PB.

Author information:
(1)REQUIMTE/Serviço de Farmacognosia, Faculdade de Farmácia, Universidade do 
Porto, R. Aníbal Cunha 164, 4050-047 Porto, Portugal.

A phytochemical study was undertaken on tronchuda cabbage (Brassica oleracea L. 
var. costata DC) cultivated under conventional and organic practices and 
collected at different times. Six organic acids (aconitic, citric, ascorbic, 
malic, shikimic, and fumaric acids) were identified and quantified by HPLC-UV. 
Qualitative and quantitative differences were noted between internal and 
external leaves. Analysis of the phenolics of the internal leaves was achieved 
by HPLC-DAD, and the phenolic profile obtained was revealed to be distinct from 
that of the external leaves. By this means were identified and quantified 11 
compounds: 3-p-coumaroylquinic acid, kaempferol 3-O-sophoroside-7-O-glucoside, 
kaempferol 3-O-(caffeoyl)sophoroside-7-O-glucoside, kaempferol 
3-O-(sinapoyl)sophoroside-7-O-glucoside, kaempferol 
3-O-(feruloyl)sophoroside-7-O-glucoside, kaempferol 3-O-sophoroside, two 
isomeric forms of 1,2-disinapoylgentiobiose, 1-sinapoyl-2-feruloylgentiobiose, 
1,2,2'-trisinapoylgentiobiose, and 1,2'-disinapoyl-2-feruloylgentiobiose. In 
general, internal leaves exhibited more constant chemical profiles.

DOI: 10.1021/jf051445f
PMID: 16277412 [Indexed for MEDLINE]",1
"1. J Agric Food Chem. 2010 Jul 28;58(14):8322-30. doi: 10.1021/jf101335r.

Variability in the distribution of phenolic compounds in milled fractions of 
chickpea and horse gram: evaluation of their antioxidant properties.

Sreerama YN(1), Sashikala VB, Pratape VM.

Author information:
(1)Department of Grain Science and Technology, Central Food Technological 
Research Institute, Mysore-570 020, India. yns@cftri.res.in

Seed coat, cotyledon and embryonic axe fractions of chickpea (Cicer arietinum 
L.) and horse gram (Macrotyloma uniflorum L.) were evaluated for their phenolic 
composition in relation to antioxidant activities. Compositional analysis of 
phenolics by HPLC revealed a wide variation in the distribution of flavonols, 
isoflavones, phenolic acids and anthocyanins among these legume fractions. 
Although cotyledon fractions of both the legumes were rich in phenolic acids, 
the concentrations of flavonols such as quercetin, kaempferol, and myricetin 
were significantly (p < 0.05) lower than the embryonic axe and seed coat 
fractions. Ferulic, chlorogenic, caffeic, and vanillic acids were the principal 
phenolic acids found in cotyledons. The most striking difference was the 
predominance of isoflavones in embryonic axe fractions. Although the isoflavone 
genistein was detected in all three fractions of chickpea, it was present 
exclusively in the embryonic axe fraction of horse gram at levels greater than 
daidzein. Furthermore, cyanidin, petunidin, and delphinidin were detected in 
seed coat and embryonic axe fractions but not in cotyledons. In addition to 
these three anthocyanins, malvidin was found only in the horse gram seed coat 
fraction. Seed coat fractions having higher total phenolic indexes were found to 
be the most active 2,2-diphenyl-1-picrylhydrazyl (DPPH) radical scavengers 
(IC(50) 13.1 to 18.6 microg/mL) followed by embryonic axe and cotyledon 
fractions (IC(50) 15.4 to 34.2 microg/mL). Hydrogen peroxide (H(2)O(2)) 
scavenging capacities of cotyledons, embryonic axe and seed coats were 12.3, 
34.1 and 78.6% for chickpea and 15.1, 56.8 and 92.6% for horse gram, 
respectively. The multiple antioxidant activity of horse gram and chickpea 
fractions was evident, as they also possessed reducing power and ferrous 
ion-chelating potency. These results contributed to the understanding of the 
relationships between major phenolic compounds and antioxidant activities of 
legumes and provided useful information for effective utilization of 
legume-milled fractions as functional food ingredients for promoting health.

DOI: 10.1021/jf101335r
PMID: 20593828 [Indexed for MEDLINE]",1
"1. Mol Nutr Food Res. 2009 May;53 Suppl 1:S44-53. doi: 10.1002/mnfr.200800169.

Absorption, metabolism and excretion of Choladi green tea flavan-3-ols by 
humans.

Stalmach A(1), Troufflard S, Serafini M, Crozier A.

Author information:
(1)Plant Products and Human Nutrition Group, Division of Environmental and 
Evolutionary Biology, Faculty of Biomedical and Life Sciences, University of 
Glasgow, Glasgow, UK.

Ten healthy human subjects consumed 500 mL of Choladi green tea, containing 648 
mumol of flavan-3-ols after which plasma and urine were collected over a 24 h 
period and analysed by HPLC-MS. Plasma contained a total of ten metabolites, in 
the form of O-methylated, sulphated and glucuronide conjugates of (epi)catechin 
and (epi)gallocatechin, with 29-126 nM peak plasma concentrations (C(max)) 
occurring 1.6-2.3 h after ingestion, indicative of absorption in the small 
intestine. Plasma also contained unmetabolised (-)-epigallocatechin-3-gallate 
and (-)-epicatechin-3-gallate with respective C(max) values of 55 and 25 nM. 
Urine excreted 0-24 h after consumption of green tea contained 15 metabolites of 
(epi)catechin and (epi)gallocatechin, but (-)-epigallocatechin-3-gallate and 
(-)-epicatechin-3-gallate were not detected. Overall flavan-3-ol metabolite 
excretion was equivalent to 8.1% of intake, however, urinary (epi)gallocatechin 
metabolites corresponded to 11.4% of (epi)gallocatechin ingestion while 
(epi)catechin metabolites were detected in amounts equivalent to 28.5% of 
(epi)catechin intake. These findings imply that (epi)catechins are highly 
bioavailable, being absorbed and excreted to a much greater extent than most 
other flavonoids. It is also evident that flavan-3-ol metabolites are rapidly 
turned over in the circulatory system and as a consequence C(max) values are not 
an accurate quantitative indicator of the extent to which absorption occurs.

DOI: 10.1002/mnfr.200800169
PMID: 18979506 [Indexed for MEDLINE]",1
"1. Drug Metab Dispos. 2009 Aug;37(8):1749-58. doi: 10.1124/dmd.109.028019. Epub 
2009 May 21.

Metabolite profiling of hydroxycinnamate derivatives in plasma and urine after 
the ingestion of coffee by humans: identification of biomarkers of coffee 
consumption.

Stalmach A(1), Mullen W, Barron D, Uchida K, Yokota T, Cavin C, Steiling H, 
Williamson G, Crozier A.

Author information:
(1)Plant Products and Human Nutrition Group, Division of Environmental and 
Evolutionary Biology, Faculty of Biomedical and Life Sciences, University of 
Glasgow, Glasgow, UK.

Human subjects drank coffee containing 412 mumol of chlorogenic acids, and 
plasma and urine were collected 0 to 24 h after ingestion and were analyzed by 
high-performance liquid chromatography-mass spectrometry. Within 1 h, some of 
the components in the coffee reached nanomole peak plasma concentrations 
(C(max)), whereas chlorogenic acid metabolites, including caffeic 
acid-3-O-sulfate and ferulic acid-4-O-sulfate and sulfates of 3- and 
4-caffeoylquinic acid lactones, had higher C(max) values. The short time to 
reach C(max) (T(max)) indicates absorption of these compounds in the small 
intestine. In contrast, dihydroferulic acid, its 4-O-sulfate, and dihydrocaffeic 
acid-3-O-sulfate exhibited much higher C(max) values (145-385 nM) with T(max) 
values in excess of 4 h, indicating absorption in the large intestine and the 
probable involvement of catabolism by colonic bacteria. These three compounds, 
along with ferulic acid-4-O-sulfate and dihydroferulic acid-4-O-glucuronide, 
were also major components to be excreted in urine (8.4-37.1 mumol) after coffee 
intake. Feruloylglycine, which is not detected in plasma, was also a major 
urinary component (20.7 mumol excreted). Other compounds, not accumulating in 
plasma but excreted in smaller quantities, included the 3-O-sulfate and 
3-O-glucuronide of isoferulic acid, dihydro(iso)ferulic acid-3-O-glucuronide, 
and dihydrocaffeic acid-3-O-glucuronide. Overall, the 119.9 mumol excretion of 
the chlorogenic acid metabolites corresponded to 29.1% of intake, indicating 
that as well as being subject to extensive metabolism, chlorogenic acids in 
coffee are well absorbed. Pathways for the formation of the various metabolites 
within the body are proposed. Urinary dihydrocaffeic acid-3-O-sulfate and 
feruloylglycine are potentially very sensitive biomarkers for the consumption of 
relatively small amounts of coffee.

DOI: 10.1124/dmd.109.028019
PMID: 19460943 [Indexed for MEDLINE]",1
"1. J Agric Food Chem. 2006 Jul 26;54(15):5530-9. doi: 10.1021/jf0608726.

Molecular definition of the taste of roasted cocoa nibs (Theobroma cacao) by 
means of quantitative studies and sensory experiments.

Stark T(1), Bareuther S, Hofmann T.

Author information:
(1)Deutsche Forschungsanstalt für Lebensmittelchemie, Lichtenbergstrasse 4, 
D-85748 Garching, Germany.

Sensory-guided decomposition of roasted cocoa nibs revealed that, besides 
theobromine and caffeine, a series of bitter-tasting 2,5-diketopiperazines and 
flavan-3-ols were the key inducers of the bitter taste as well as the astringent 
mouthfeel imparted upon consumption of roasted cocoa. In addition, a number of 
polyphenol glycopyranosides as well as a series of N-phenylpropenoyl-l-amino 
acids have been identified as key astringent compounds of roasted cocoa. In the 
present investigation, a total of 84 putative taste compounds were quantified in 
roasted cocoa beans and then rated for the taste contribution on the basis of 
dose-over-threshold (DoT) factors to bridge the gap between pure structural 
chemistry and human taste perception. To verify these quantitative results, an 
aqueous taste reconstitute was prepared by blending aqueous solutions of the 
individual taste compounds in their ""natural"" concentrations. Sensory analyses 
revealed that the taste profile of this artificial cocktail was very close to 
the taste profile of an aqueous suspension of roasted cocoa nibs. To further 
narrow down the number of key taste compounds, finally, taste omission 
experiments and human dose/response functions were performed, demonstrating that 
the bitter-tasting alkaloids theobromine and caffeine, seven bitter-tasting 
diketopiperazines, seven bitter- and astringent-tasting flavan-3-ols, six 
puckering astringent N-phenylpropenoyl-l-amino acids, four velvety astringent 
flavonol glycosides, gamma-aminobutyric acid, beta-aminoisobutyric acid, and six 
organic acids are the key organoleptics of the roasted cocoa nibs.

DOI: 10.1021/jf0608726
PMID: 16848542 [Indexed for MEDLINE]",1
"1. Fresenius J Anal Chem. 2001 Sep;371(1):73-80. doi: 10.1007/s002160100898.

Determination of flavonoids and stilbenes in red wine and related biological 
products by HPLC and HPLC-ESI-MS-MS.

Stecher G(1), Huck CW, Popp M, Bonn GK.

Author information:
(1)Institute of Analytical Chemistry and Radiochemistry, Leopold-Franzens 
University, Innsbruck, Austria.

To investigate probable health benefits of flavonoids and stilbenes in red wine 
a new reversed-phase (RP) high-performance liquid-chromatographic (HPLC) method 
with enhanced separation efficiency and improved selectivity, sensitivity, and 
speed has been established for determination of the flavonoids quercetin, 
myricetin and kaempferol and the stilbenes cis- and trans-resveratrol, in a 
single run . UV-absorbance, fluorescence (FLD), and mass-spectrometric (MS) 
detection were also evaluated. UV-absorbance detection at 320 nm for stilbenes 
and 377 nm for flavonoids enables their determination up to the nanogram range 
with a linearity of R2>0.9999 (linear range 50 ng mL(-1)-50 microg mL(-1)). 
Calculated values of average recoveries were between 95 and 105% for all 
analytes. For resveratrol, fluorescence detection was highly selective and twice 
as sensitive as UV detection, and linearity was satisfactory (R2>0.9996; linear 
range see UV detection). For the detection of the hydrophilic glycosidic 
compounds piceid and rutin, which are coeluted with other hydrophilic 
ingredients, the validated RP HPLC system was coupled to a quadrupole ion-trap 
mass-spectrometer (MS) via an electrospray interface (ESI) with 25% ammonia 
solution as sheath liquid. MS detection was, highly linear (R2>0.9878; linear 
range 50 ng mL(-1)-50 microg mL(-1)) for all investigated analytes and the 
limits of detection were in the low nanogram range. Compared with UV detection 
MS detection resulted in a 200% increase in signal intensity for myricetin and 
400% increases for quercetin and kaempferol, but equal signal intensity for 
resveratrol. Calculated values of average recoveries were 102% for myricetin and 
79% for piceid. Collision induced dissociation (CID) was also used to obtain 
characteristic fragmentation fingerprints to facilitate qualitative and 
quantitative analysis even in complex matrices. Finally, this hyphenated 
HPLC-ESI-MS method was highly suitable and an essential improvement compared 
with UV- and fluorescence detection.

DOI: 10.1007/s002160100898
PMID: 11605763 [Indexed for MEDLINE]",1
"1. J Chromatogr A. 1999 Feb 5;832(1-2):97-107. doi:
10.1016/s0021-9673(98)01001-2.

Quantitative analysis of xanthohumol and related prenylflavonoids in hops and 
beer by liquid chromatography-tandem mass spectrometry.

Stevens JF(1), Taylor AW, Deinzer ML.

Author information:
(1)Department of Chemistry, Oregon State University, Corvallis 97331, USA. 
stevensf@ucs.orst.edu

A method for quantitation of six prenylflavonoids (xanthohumol, isoxanthohumol, 
desmethylxanthohumol, 6- and 8-prenylnaringenins and 6-geranylnaringenin) in 
hops and beer by HPLC-tandem mass spectrometry has been developed. The method 
allows direct analysis of beer and crude methanolic extracts of hops. After HPLC 
separation, prenylflavonoids were detected by positive ion multiple-reaction 
monitoring using a triple-quadrupole mass spectrometer equipped with a heated 
nebulizer--atmospheric pressure chemical ionization interface. The accuracy and 
precision were evaluated by replicate analyses of (spiked) samples. Thirteen 
commercial beers were analysed with the method. Isoxanthohumol, formed by 
isomerization of xanthohumol during the brewing process, was the most abundant 
flavonoid in hopped beers, ranging from 0.04 to 3.44 mg/l.

DOI: 10.1016/s0021-9673(98)01001-2
PMID: 10070768 [Indexed for MEDLINE]",1
"1. J Agric Food Chem. 2000 Jul;48(7):2663-9. doi: 10.1021/jf000070p.

Occurrence of flavonols in tomatoes and tomato-based products.

Stewart AJ(1), Bozonnet S, Mullen W, Jenkins GI, Lean ME, Crozier A.

Author information:
(1)Division of Biochemistry and Molecular Biology, Institute of Biomedical and 
Life Sciences, University of Glasgow, Glasgow G12 8QQ, Scotland, U.K.

The flavonol contents of 20 varieties of tomato fruit were investigated in 
relation to variety, size, season, and country of origin. Ten commonly consumed 
tomato-based food products were also assessed. Free and conjugated flavonols 
were identified and quantified using reversed-phase HPLC. Ninety-eight percent 
of flavonols detected in tomatoes were found to occur in the skin. Tomatoes 
contained, primarily as conjugates, quercetin and kaempferol. The main quercetin 
conjugate was identified as rutin (quercetin 3-rhamnosylglucoside) by LC-MS. The 
total flavonol content of the different varieties of tomato that were analyzed 
varied from 1.3 to 22.2 microgram/g of fresh weight (fw). Smaller cherry tomato 
fruits originating from warm sunny climates, such as Spain and Israel, were 
found to contain the highest concentration of flavonols. Among the tomato-based 
products investigated, tomato juice and tomato purée were rich in flavonols, 
containing 14-16 microgram/mL and 70 microgram/g fw, respectively. In contrast 
to fresh tomatoes, most tomato-based products contained significant amounts of 
free flavonols.

DOI: 10.1021/jf000070p
PMID: 10898604 [Indexed for MEDLINE]",1
