id,authors,year_of_publication,title,abbreviation,journal_name,journal_volume,journal_issue,pages,created_at,updated_at      ,pmid,abstract
709,"Carrasco-Pancorbo A., Cruces-Blanco C., Segura-Carretero A., Fernandez-Gutierrez A.",2004,Sensitive determination of phenolic acids in extra-virgin olive oil by capillary zone electrophoresis,CARRASCO-PANCORBO 2004,Journal of Agricultural and Food Chemistry,52,,6687-6693,2007-02-11 15:55:02 UTC,2015-04-14 04:26:58 UTC      ,15506801.0,"1. J Agric Food Chem. 2004 Nov 3;52(22):6687-93. doi: 10.1021/jf0497399.

Sensitive determination of phenolic acids in extra-virgin olive oil by capillary 
zone electrophoresis.

Carrasco Pancorbo A(1), Cruces-Blanco C, Segura Carretero A, Fernández Gutiérrez 
A.

Author information:
(1)Department of Analytical Chemistry, Faculty of Sciences, University of 
Granada, C/Fuentenueva s/n, E-18071 Granada, Spain.

Erratum in
    J Agric Food Chem. 2005 Oct 5;53(20):8092.

A sensitive, rapid, efficient, and reliable method for the separation and 
determination of phenolic acids by capillary zone electrophoresis has been 
carried out. A detailed method optimization was carried out to separate 14 
different compounds by studying parameters such as pH, type and concentration of 
buffer, applied voltage, and injection time. The separation was performed within 
16 min, using a 25 mM sodium borate buffer (pH 9.6) at 25 kV with 8 s of 
hydrodynamic injection. With this method and using a liquid-liquid extraction 
system, with recovery values around 95%, it has been possible to detect small 
quantities of phenolic acids in olive oil samples. This is apparently the first 
paper showing the quantification of this specific family of phenolic compounds 
in virgin olive oil samples.

DOI: 10.1021/jf0497399
PMID: 15506801 [Indexed for MEDLINE]"
708,"Carrasco-Pancorbo A., Segura-Carretero A., Fernandez-Gutierrez A.",2005,Co-electroosmotic capillary electrophoresis determination of phenolic acids in commercial olive oil,CARRASCO-PANCORBO 2005,Journal of Separation Science,28,,925-934,2007-02-11 11:29:26 UTC,2015-04-14 04:26:59 UTC      ,16013818.0,"1. J Sep Sci. 2005 Jun;28(9-10):925-34. doi: 10.1002/jssc.200400107.

Co-electroosmotic capillary electrophoresis determination of phenolic acids in 
commercial olive oil.

Carrasco Pancorbo A(1), Segura Carretero A, Fernández Gutiérrez A.

Author information:
(1)Department of Analytical Chemistry, Faculty of Sciences, University of 
Granada, C/Fuentenueva s/n, E-18071 Granada, Spain.

Fourteen phenolic acids have been selectively determined in olive-oil samples 
using the co-electrosmotic capillary electrophoresis mode with UV detection 
after the LLE extraction system. A polycationic surfactant (hexadimetrine 
bromide, HDB), which dynamically coats the inner surface of the capillary and 
causes a fast anodic electroosmotic flow, was added to the electrolyte. The main 
factors affecting co-electroosmotic flow (EOF) such as type of modifier, 
concentration, and influence of organic solvents have been studied. Other 
parameters such as pH, type, and concentration of buffer, applied voltage, and 
injection time were also optimised using hydrodynamic injection for 8 s and UV 
detection at 210 nm. The composition optimum of the running buffer used was a 
20% 2-propanol, 0.001% HDB, and 50 mM sodium borate at a pH value of 9.6. The 
method has been applied to determination and quantification of fourteen phenolic 
acids at ppb levels in olive oil samples after a liquid-liquid extraction.

DOI: 10.1002/jssc.200400107
PMID: 16013818 [Indexed for MEDLINE]"
718,"Carrasco-Pancorbo A., Gomez-Caracava A.M., Cerretani L., Bendini A., Segura-Carretero A., Fernandez-Gutierrez A.",2006,Rapid quantification of the phenolic fraction of Spanish virgin olive oils by capillary electrophoresis with UV detection,CARRASCO-PANCORBO 2006,Journal of Agricultural and Food Chemistry,54,,7984-7991,2007-07-11 09:24:21 UTC,2015-04-14 04:27:00 UTC      ,17031999.0,"1. J Agric Food Chem. 2006 Oct 18;54(21):7984-91. doi: 10.1021/jf0617925.

Rapid quantification of the phenolic fraction of Spanish virgin olive oils by 
capillary electrophoresis with UV detection.

Carrasco-Pancorbo A(1), Gómez-Caravaca AM, Cerretani L, Bendini A, 
Segura-Carretero A, Fernandez-Gutiérrez A.

Author information:
(1)Department of Analytical Chemistry, Faculty of Sciences, University of 
Granada, C/Fuentenueva s/n, E-18071 Granada, Spain.

A rapid and reliable capillary zone electrophoresis method was used as a tool to 
obtain both qualitative and quantitative information about simple phenols, 
lignans, complex phenols (isomeric forms of secoiridoids), phenolic acids, and 
flavonoids in the solid-phase separation extracts from different Spanish 
extra-virgin olive oil in a short time (less than 6 min). Peak identification 
was done by using commercial and HPLC-isolated standards, studying the 
information of the electropherograms obtained at several wavelengths and also 
using the information previously reported. For the quantification of lignans and 
complex phenols (secoiridoid derivatives), we used a reference compound 
(oleuropein glucoside) at two different wavelengths (200 and 240 nm) and for the 
quantification of tyrosol and flavonoids, we used their commercially available 
standards.

DOI: 10.1021/jf0617925
PMID: 17031999 [Indexed for MEDLINE]"
62,"Cartoni G.P., Coccioli F., Jasionowska R., Ramires D.",2000,HPLC analysis of the benzoic and cinnamic acids in edible vegetable oils,CARTONI 2000,Italian Journal of Food Science,12,2,163-173,2003-12-05 10:41:49 UTC,2015-04-13 21:45:23 UTC      ,,
924,"Caruso D., Visioli F., Patelli R., Galli C., Galli G.",2001,Urinary excretion of olive oil phenols and their metabolites in humans,CARUSO 2001,Metabolism,50,12,1426-8,2015-04-13 21:45:28 UTC,2015-04-14 04:27:01 UTC      ,11735087.0,"1. Metabolism. 2001 Dec;50(12):1426-8. doi: 10.1053/meta.2001.28073.

Urinary excretion of olive oil phenols and their metabolites in humans.

Caruso D(1), Visioli F, Patelli R, Galli C, Galli G.

Author information:
(1)Department of Pharmacological Sciences, University of Milan, Milan, Italy.

We have recently demonstrated, in humans, the bioavailability of hydroxytyrosol 
(3,4-dihydroxyphenylethanol; HT), one of the major antioxidant components of 
virgin olive oil. In particular, we reported that this compound is present in 
lipoproteins involved in atherosclerotic processes and is excreted in the urine 
mainly as glucuronide-conjugate. The aim of the present study was to elucidate, 
in humans, the metabolic fate of HT after ingestion of virgin olive oil. After 
administration of virgin olive oil, 24-hour urine collections of healthy 
volunteers were prepared for gas chromatography-mass spectrometry analyses in 
order to identify and quantify HT and its metabolites homovanillic alcohol 
(HVA1c) and homovanillic acid (HVA). The results indicate that this compound 
undergoes the action of catechol-O-methyl transferase (COMT), enzymes involved 
in the catecholamine catabolism, resulting in an enhanced excretion of HVA1c. We 
also found a significant increase of HVA, indicating an oxidation of the 
ethanolic residue of HT and/or of HVA1c in humans. The excretion of both 
metabolites significantly correlated with the dose of administered HT.

Copyright 2001 by W.B. Saunders Company

DOI: 10.1053/meta.2001.28073
PMID: 11735087 [Indexed for MEDLINE]"
1296,"Cejudo-Bastante M.J., Pérez-Coello M.S., Pérez-Juan P.M., Hermosín-Gutiérrez I.",2012,Effects of hyper-oxygenation and storage of Macabeo and Airén white wines on their phenolic and volatile composition,CEJUDO-BASTANTE 2012,European Food Research and Technology,234,1,87-99,2015-04-13 21:45:31 UTC,2015-04-13 21:45:31 UTC      ,,"The effects of hyper-oxygenation and storage period of Macabeo and Airén white wines on color characteristics, phenolic, and volatile composition have been evaluated. Hyper-oxygenation treatment provoked a significant decrease in virtually all individual phenolic compounds in must, young wine, and one-year-aged wines, above all hydroxycinnamic acid derivatives, flavonols, and the new GRP derivatives compounds (derived from 2-S-glutathionyl-caftaric acid or grape reaction product). Despite this fact, the contribution of the yellow color component (b*) of white wines derived from hyper-oxygenated musts was significantly higher in comparison with untreated ones, even after 1 year of bottle storage. On the other hand, the concentration of major volatile compounds and some alcohols (namely, C 6 alcohols, terpenes, and lactones) was higher in wines derived from hyper-oxygenated musts, but the hyper-oxygenation effect on volatile profile deeply depended on the grape variety. After 1 year of bottle storage, the significant differences were maintained and the content of some long-chain esters increased as a consequence of oxygen addition. © 2011 Springer-Verlag."
907,"Cerda B., Llorach R., Ceron J.J., Espin J.C., Tomas-Barberan F.A.",2003,"Evaluation of the bioavailability and metabolism in the rat of punicalagin, an antioxidant polyphenol from pomegranate juice",CERDA 2003_01,Eur J Nutr,42,1,18-28,2015-04-13 21:45:28 UTC,2015-04-14 04:27:02 UTC      ,12594538.0,"1. Eur J Nutr. 2003 Jan;42(1):18-28. doi: 10.1007/s00394-003-0396-4.

Evaluation of the bioavailability and metabolism in the rat of punicalagin, an 
antioxidant polyphenol from pomegranate juice.

Cerdá B(1), Llorach R, Cerón JJ, Espín JC, Tomás-Barberán FA.

Author information:
(1)Department of Food Science and Technology, CEBAS (CSIC), P. O. Box 4195, 
Murcia 30080, Spain.

BACKGROUND & AIMS: Punicalagin is an antioxidant ellagitannin of pomegranate 
juice. This compound is responsible for the high antioxidant activity of this 
juice. Nothing is known about the bioavailability and metabolism of punicalagin 
or other food ellagitannins. The present work aims to evaluate the 
bioavailability and metabolism of punicalagin in the rat as an animal model.
DESIGN: Two groups of rats were studied. One fed with standard rat diet (n = 5) 
and another with the same diet plus 6 % punicalagin (n = 5). Samples of urine 
and faeces were taken during 37 days and plasma every week. The different 
metabolites were analysed by HPLC-MS-MS.
RESULTS: The daily intake of punicalagin ranged from 0.6 to 1.2 g. Values around 
3-6 % the ingested punicalagin were excreted as identified metabolites in faeces 
and urine. In faeces, punicalagin is transformed to hydrolysis products and 
partly metabolites by the rat microflora to 6H-dibenzo[b,d]pyran-6-one 
derivatives. In plasma, punicalagin was detected at concentrations around 30 
microg/mL, and glucuronides of methyl ether derivatives of ellagic acid were 
also detected. 6H-Dibenzo[b,d]pyran-6-one derivatives were also detected 
especially during the last few weeks of the experiment. In urine, the main 
metabolites observed were the 6H-dibenzo[b,d]pyran-6-one derivatives, as 
aglycones or glucuronides.
CONCLUSION: As only 3-6 % of the ingested punicalagin was detected as such or as 
metabolites in urine and faeces, the majority of this ellagitannin has to be 
converted to undetectable metabolites (i. e. CO(2)) or accumulated in 
non-analysed tissues, however with only traces of punicalagin metabolites being 
detected in liver or kidney. This is the first report on the absorption of an 
ellagitannin and its presence in plasma. In addition, the transformation of 
ellagic acid derivatives to 6H-dibenzo[b,d]pyran-6-one derivatives in the rat is 
also confirmed.

DOI: 10.1007/s00394-003-0396-4
PMID: 12594538 [Indexed for MEDLINE]"
905,"Cerda B., Ceron J.J., Tomas-Barberan F.A., Espin J.C.",2003,Repeated oral administration of high doses of the pomegranate ellagitannin punicalagin to rats for 37 days is not toxic,CERDA 2003_02,J Agric Food Chem,51,11,3493-3501,2015-04-13 21:45:28 UTC,2015-04-13 21:45:28 UTC      ,,"The water-soluble ellagitanin punicalagin has been reported to be toxic to cattle. Taking into account that this antioxidant polyphenol is very abundant in pomegranate juice (≥2 g/L), the present study evaluated the possible toxic effect of punicalagin in Sprague-Dawley rats upon repeated oral administration of a 6% punicalagin-containing diet for 37 days. Punicalagin and related metabolites were identified by HPLC-DAD-MS-MS in plasma, liver, and kidney. Five punicalagin-related metabolites were detected in liver and kidney, that is, two ellagic acid derivatives, gallagic acid, 3,8-dihydroxy-6H-dibenzo[b,d]pyran-6-one glucuronide, and 3,8,10-trihydroxy-6H-dibenzo[b,d]pyran-6-one. Feedstuff intake, food utility index, and growth rate were lower in treated rats during the first 15 days without significant adverse effects, which could be due to the lower nutritional value of the punicalagin-enriched diet together with a decrease in its palatability (lower food intake). No significant differences were found in treated rats in any blood parameter analyzed (including the antioxidant enzymes gluthatione peroxidase and superoxide dismutase) with the exception of urea and triglycerides, which remained at low values throughout the experiment. Although the reason for the decrease is unclear, it could be due to the lower nutritional value of the punicalagin-enriched diet with respect to the standard rat food. Histopathological analysis of liver and kidney corroborated the absence of toxicity. In principle, the results reported here, together with the large safety margin considered, indicate the lack of toxic effect of punicalagin in rats during the 37 day period investigated. However, taking into account the high punicalagin content of pomegranate-derived foodstuffs, safety evaluation should be also carried out in humans with a lower dose and during a longer period of intake."
906,"Cerda B., Espin J.C., Parra S., Martinez P., Tomas-Barberan F.A.",2004,The potent in vitro antioxidant ellagitannins from pomegranate juice are metabolised into bioavailable but poor antioxidant hydroxy-6H-dibenzopyran-6-one derivatives by the colonic microflora of healt,CERDA 2004,Eur J Nutr,43,4,205-220,2015-04-13 21:45:28 UTC,2015-04-13 21:45:28 UTC      ,,
908,"Cerda B., Tomas-Barberan F.A., Espin J.C.",2005,"Metabolism of antioxidant and chemopreventive ellagitannins from strawberries, raspberries, walnuts, and oak-aged wine in humans: Identification of biomarkers and individual variability",CERDA 2005,Journal of Agricultural and Food Chemistry,53,2,227-235,2015-04-13 21:45:28 UTC,2015-04-14 04:27:05 UTC      ,15656654.0,"1. J Agric Food Chem. 2005 Jan 26;53(2):227-35. doi: 10.1021/jf049144d.

Metabolism of antioxidant and chemopreventive ellagitannins from strawberries, 
raspberries, walnuts, and oak-aged wine in humans: identification of biomarkers 
and individual variability.

Cerdá B(1), Tomás-Barberán FA, Espín JC.

Author information:
(1)Research Group on Quality, Safety and Bioactivity of Plant Foods, Department 
of Food Science and Technology, CEBAS-CSIC, P.O. Box 164, 30100 Campus de 
Espinardo, Murcia, Spain.

Ellagitannins (ETs) are dietary polyphenols, containing ellagic acid (EA) 
subunits, with antioxidant and cancer chemopreventive activities that might 
contribute to health benefits in humans. However, little is known about their 
metabolic fate. We investigate here the metabolism of different dietary ETs and 
EA derivatives in humans. Forty healthy volunteers were distributed in four 
groups. Each group consumed, in a single dose, a different ET-containing 
foodstuff, i.e., strawberries (250 g), red raspberries (225 g), walnuts (35 g), 
and oak-aged red wine (300 mL). After the intake, five urine fractions (F) were 
collected at 8 (F1), 16 (F2), 32 (F3), 40 (F4), and 56 (F5) h. Neither ETs nor 
EA were detected in urine after LC-MS/MS analysis. However, the microbial 
metabolite 3,8-dihydroxy-6H-dibenzo[b,d]pyran-6-one (urolithin B) conjugated 
with glucuronic acid was detected along the fractions F3-F5 in all of the 
subjects, independently of the consumed foodstuff. The mean percentage of 
metabolite excretion ranged from 2.8 (strawberries) to 16.6% (walnuts) regarding 
the ingested ETs. Considerable interindividual differences were noted, 
identifying ""high and low metabolite excreters"" in each group, which supported 
the involvement of the colonic microflora in ET metabolism. These results 
indicate that urolithin B (a previously described antiangiogenic and 
hyaluronidase inhibitor compound) is a biomarker of human exposure to dietary 
ETs and may be useful in intervention studies with ET-containing products. The 
antioxidant and anticarcinogenic effects of dietary ETs and EA should be 
considered in the gastrointestinal tract whereas the study of potential systemic 
activities should be focused on the bioavailable urolithin B derivatives.

DOI: 10.1021/jf049144d
PMID: 15656654 [Indexed for MEDLINE]"
768,"Cerretani L., Bendini A., Rotondi A., Lercker G., Gallina Toschi T.",2005,Analytical comparison of monovarietal virgin olive oils obtained by both a continuous industrial plant and a low-scale mill,CERRETANI 2005,European Journal of Lipid Science and Technology,107,,93-100,2015-04-13 21:45:27 UTC,2015-04-13 21:45:27 UTC      ,,"In this paper, two monovarietal extravirgin olive oils, obtained from Ghiacciolo and Nostrana di Brisighella cvv. olives, were produced by two different extraction plants, a low-scale mill equipped with a two-phase decanter and a continuous water-saving industrial plant. The olive ripening index, the fatty acid analysis by capillary gas chromatography, the spectrophotometric determinations of total phenols and o-diphenols, the phenolic profile by HPLC-DAD/MSD and the oxidative stability by OSI, together with the sensory analysis on the oil produced, were evaluated. Independently of the olive processing plant, the oils originating from two cultivars of olive fruit showed different fatty acid compositions (particularly the C18:1/C18:2 ratio), phenol compositions and oxidative stabilities. Concerning the extraction system, for both cultivars, the oxidative resistance and the content of phenols and o-diphenols were higher for the oils produced by the low-scale mill. The quantitative descriptive analysis sensory analysis was not able to discriminate the oil samples from both cultivars obtained from the two plants, even if it underlined a higher bitter attribute for the Ghiacciolo cv. oil when it was obtained from the low-scale mill. The data of the sensory analysis were correlated with simple phenol and the secoiridoid contents, both determined by HPLC-DAD-MSD. © 2005 WILEY-VCH Verlag GmbH & Co. KGaA, Weinheim."
832,"Cevallos-Casals B.A., Cisneros-Zevallos L.",2003,Stoichiometric and kinetic studies of phenolic antioxidants from Andean purple corn and red-fleshed sweetpotato,CEVALLOS-CASALS 2003,Journal of Agricultural and Food Chemistry,51,,3313-3319,2015-04-13 21:45:28 UTC,2015-04-14 04:27:05 UTC      ,12744660.0,"1. J Agric Food Chem. 2003 May 21;51(11):3313-9. doi: 10.1021/jf034109c.

Stoichiometric and kinetic studies of phenolic antioxidants from Andean purple 
corn and red-fleshed sweetpotato.

Cevallos-Casals BA(1), Cisneros-Zevallos L.

Author information:
(1)Department of Horticultural Sciences, Texas A&M University, College Station, 
Texas 77843-2133, USA.

Stoichiometric and kinetic values of phenolics against DPPH 
(2,2-diphenyl-1-picrylhydrazyl) were determined for Andean purple corn (Zea mays 
L.) and red sweetpotato (Ipomoea batatas). Both crops had higher antioxidant 
capacity and antiradical kinetics than blueberries and higher or similar 
anthocyanin and phenolic contents. The second-order rate constant (k(2)) was 
1.56, 1.12, 0.57, and 0.26 (mg antiradical/mL)(-1) s(-1) for red sweetpotato, 
Trolox, purple corn, and blueberry, respectively. On the molar basis of active 
hydroxyl groups, k(2)' showed the same order as for k(2). Corn cob and 
sweetpotato endodermis contributed the most in phenolic compounds and 
antioxidant capacity. Both crops studied can be considered as excellent novel 
sources of natural antioxidants for the functional food and dietary supplement 
markets.

DOI: 10.1021/jf034109c
PMID: 12744660 [Indexed for MEDLINE]"
620,"Chambel P., Oliveira M.B., Andrade P.B., Seabra R.M., Ferreira M.A.",1997,"Development of an HPLC/diode-array detector method for simultaneous determination of 5-HMF, furfural, 5-o-caffeoylquinic acid and cafeine in coffee",CHAMBEL 1997,Journal of Liquid Chromatography and Related Technologies,20,18,2949-2957,2015-04-13 21:45:26 UTC,2015-04-13 21:45:26 UTC      ,,
251,"Chamkha M., Cathala B., Cheynier V., Douillard R.",2003,Phenolic composition of champagnes from Chardonnay and Pinot Noir vintages,CHAMKHA 2003,Journal of Agricultural and Food Chemistry,51,10,3179-3184,2005-05-08 11:39:23 UTC,2015-04-14 04:27:07 UTC      ,12720412.0,"1. J Agric Food Chem. 2003 May 7;51(10):3179-84. doi: 10.1021/jf021105j.

Phenolic composition of champagnes from Chardonnay and Pinot Noir vintages.

Chamkha M(1), Cathala B, Cheynier V, Douillard R.

Author information:
(1)UMR INRA/URCA Fractionnement des Agro-Ressources et Emballage, CRA, 2 Espl. 
R. Garros, BP 224, 51686 Reims Cedex 2, France.

Nineteen phenolic compounds including hydroxybenzoic acids, hydroxycinnamic 
acids, flavonoids, phenolic alcohols, and phenolic aldehydes have been 
identified and quantified in two monovarietal champagnes, Chardonnay and Pinot 
Noir, by using a reverse-phase high-performance liquid chromatography (HPLC) 
system coupled with diode array detection. The identification of four 
hydroxycinnamic tartaric esters (caftaric, coutaric, fertaric, and 
2-S-glutathionylcaftaric acids), two flavanonols (astilbin and engeletin), and 
some other compounds was confirmed by HPLC coupled with mass spectrometry. 
Caftaric acid and tyrosol were the major phenols. Hydroxybenzoic acids and 
flavonoids were present at low concentrations. The phenolic compositions of 2000 
and 2001 Chardonnay and Pinot Noir vary quantitatively according to the year and 
the variety, but the chemical natures of the molecules are the same. The total 
phenolic content determined by colorimetric measurement ranges from 176 to 195 
mg/L of gallic acid equivalent and is similar to that described in white wines.

DOI: 10.1021/jf021105j
PMID: 12720412 [Indexed for MEDLINE]"
895,"Chan S.G., Murphy P.A., Ho S.C., Kreiger N., Darlington G., So E.K.F., Chong P.Y.Y.",2009,Isoflavonoid Content of Hong Kong Soy Foods,CHAN 2009,Journal of Agricultural and Food Chemistry,57,12,5386-90,2015-04-13 21:45:28 UTC,2015-04-14 04:27:07 UTC      ,19530716.0,"1. J Agric Food Chem. 2009 Jun 24;57(12):5386-90. doi: 10.1021/jf803870k.

Isoflavonoid content of Hong Kong soy foods.

Chan SG(1), Murphy PA, Ho SC, Kreiger N, Darlington G, So EK, Chong PY.

Author information:
(1)Department of Community and Family Medicine and Centre of Research and 
Promotion of Women's Health, School of Public Health, Chinese University of Hong 
Kong, Shatin, New Territories, Hong Kong SAR. sieugaen2003@yahoo.com

Progress in understanding the effects of dietary soy isoflavones on chronic 
disease prevention in the Hong Kong Chinese population has been hampered by the 
lack of a comprehensive soy isoflavone database. In this study, we determined 
the concentrations and distribution of isoflavones in 47 foods included in a soy 
food frequency questionnaire by reverse-phase HPLC. Results indicated that most 
soy products contained isoflavones ranging from 1 mg of aglucon equivalents/100 
g of wet weight (bean strip noodle and egg bean curd) to 80 mg of aglucon 
equivalents/100 g of wet weight (oyster sauce soybean and sweet bean curd 
sheet). Among our food groups, mean isoflavone concentrations were lowest in the 
soy milk group (9.99 mg of aglucon equivalents/100 g of wet weight) and highest 
in the bean curd skin group (40 mg of aglucon equivalents/100 g of wet weight). 
The conjugation patterns of isoflavones varied within and between food groups as 
influenced by the types of soybeans and the processing or cooking techniques 
used. The isoflavone concentrations reported herein will be useful for 
ascertaining the relationship between exposure to dietary soy isoflavones and 
health effects in the Chinese population.

DOI: 10.1021/jf803870k
PMID: 19530716 [Indexed for MEDLINE]"
1278,"Chandrasekara N., Shahidi F.",2011,Antioxidative potential of cashew phenolics in food and biological model systems as affected by roasting,CHANDRASEKARA 2011,Food Chemistry,129,4,1388-1396,2015-04-13 21:45:31 UTC,2015-04-13 21:45:31 UTC      ,,"The effect of different roasting conditions on antioxidant capacity of phenolics of cashew nuts and their testa was evaluated using several food and biological model systems. Total phenolic content (TPC) of cashew extracts was determined and accelerated oxidative stability of stripped corn oil in the presence of cashew extracts evaluated. In addition, the antioxidant activity of the extracts was assessed in a β-carotene-linoleate and a cooked comminuted pork model system. Inhibition of oxidation of human low density lipoprotein (LDL) cholesterol and stand breaking of supercoiled deoxyribonucleic acid (DNA) was also investigated. The TPC ranged from 5 to 791 mg gallic acid equivalents/g crude extract. In general, whole cashew nuts and testa extracts demonstrated stronger antioxidant activity than that of the cashew kernel. The inhibition percentage of LDL cholesterol oxidation, as evaluated by conjugated dines formation, of cashew kernels was higher than that of testa and was 69% at the end of 24 h incubation. Extracts of roasted cashew nut showed considerable antioxidative efficiency in model systems employed in this study, however, the effect was not significantly (P ≤ 0.05) different from that of their raw counterparts, except for the accelerated oxidative stability assay. The results suggest that whole cashew nut and testa extracts could be used as a potential source of natural antioxidants in certain food applications and for disease risk reduction. © 2011 Elsevier Ltd. All rights reserved."
180,"Chang S., Tan C., Frankel E.N., Barrett D.M.",2000,Low-density lipoprotein antioxidant activity of phenolic compounds and polyphenol oxidase activity in selected clingstone peach cultivars,CHANG 2000,Journal of Agricultural and Food Chemistry,48,2,147-151,2015-04-13 21:45:24 UTC,2015-04-14 04:27:08 UTC      ,10691607.0,"1. J Agric Food Chem. 2000 Feb;48(2):147-51. doi: 10.1021/jf9904564.

Low-density lipoprotein antioxidant activity of phenolic compounds and 
polyphenol oxidase activity in selected clingstone peach cultivars.

Chang S(1), Tan C, Frankel EN, Barrett DM.

Author information:
(1)Department of Food Science and Technology, University of California, Davis, 
California 95616, USA.

The antioxidant potential of eight clingstone peach cultivars was investigated 
by determining phenolic compounds and inhibition of low-density lipoprotein 
(LDL) oxidation. Cultivars low in polyphenol oxidase (PPO) were also selected to 
minimize enzymatic browning. Inhibition of LDL oxidation varied from 17.0 to 
37.1% in peach flesh extract, from 15.2 to 49.8% in whole peach extract, and 
from 18.2 to 48.1% in peel extract. Total phenols were 432.8-768.1 mg/kg in 
flesh extract, 483.3-803.0 mg/kg in whole extract, and 910.9-1922.9 mg/kg in 
peel extract. The correlation coefficient between relative LDL antioxidant 
activity and concentration of total phenols was 0.76. Peel PPO activity was 
higher than flesh activity in most cultivars. The lowest PPO and specific 
activities were found in the Walgant cultivar, followed by Kakamas and 18-8-23. 
These three cultivars combine the desirable characteristics of strong 
antioxidant activity, low PPO activity, and lower susceptibility to browning 
reactions.

DOI: 10.1021/jf9904564
PMID: 10691607 [Indexed for MEDLINE]"
568,"Chang Q., Wong Y.S.",2004,Identification of flavonoids in Hakmeitau beans (Vigna sinensis) by high-performance liquid chromatography-electrospray mass spectrometry (LC-ESI/MS),CHANG 2004,Journal of Agricultural and Food Chemistry,52,22,6694-6699,2015-04-13 21:45:26 UTC,2015-04-14 04:27:08 UTC      ,15506802.0,"1. J Agric Food Chem. 2004 Nov 3;52(22):6694-9. doi: 10.1021/jf049114a.

Identification of flavonoids in Hakmeitau beans (Vigna sinensis) by 
high-performance liquid chromatography-electrospray mass spectrometry 
(LC-ESI/MS).

Chang Q(1), Wong YS.

Author information:
(1)Laboratory for Food Protein Production, Department of Biology, The Chinese 
University of Hong Kong, Shatin, N.T., Hong Kong SAR, People's Republic of 
China.

Liquid chromatography coupled with electrospray mass spectrometry (LC-ESI/MS) 
with positive and negative ion detection was used for the identification of 
flavonoids in Hakmeitau beans, a black seed cultivar of cowpea (Vigna sinensis). 
Gradient elution with water and acetonitrile, both containing 2% formic acid, 
was employed in chromatographic separation. The peaks were identified by 
comparison of the retention times and the UV-vis spectroscopic and mass 
spectrometric data with authentic standards and/or literature data. The 
identified flavonoids included six anthocyanins (cyanidin 3-O-galactoside, 
cyanidin 3-O-glucoside, delphinidin 3-O-glucoside, malvidin 3-O-glucoside, 
peonidin 3-O-glucoside, and petunidin 3-O-glucoside) and four flavonol/flavonol 
glycosides (kaempferol 3-O-glucoside, quercetin, quercetin 3-O-glucoside, and 
quercetin 3-O-6' '-acetylglucoside). The tentatively identified flavonoids 
included two anthocyanins (malvidin 3-O-acetylglucoside and peonidin 
3-O-malonylglucoside) and three flavonol glycosides (myricetin-3-O-glucoside, 
quercetin 7-O-glucoside, and quercetin-3-O-diglucoside). These flavonoids are 
present in seed coats, and the contents of anthocyanins and flavonol glycosides 
were 20.7 and 2.0 mg/g, respectively.

DOI: 10.1021/jf049114a
PMID: 15506802 [Indexed for MEDLINE]"
1160,"Chang H.C., Han J., Prior R.L.",2009,Detection of Conjugated Soy Metabolites in Urinary and Tissue Samples after Methanol Extraction,CHANG 2009,Journal of Food and Drug Analysis,17,1,43-51,2011-07-06 10:21:50 UTC,2015-04-13 21:45:30 UTC      ,,"Glucuronide conjugates of soy isoflavone metabolites genistein, daidzein, glycitein and equol in urinary samples from women, female pigs and female rats were pretreated with methanol instead of solid phase extraction or liquid-liquid extraction after enzymatic digestion. The samples were analyzed using an LC-ESI-MS/MS ion trap system. Analysis of rat liver sample using this procedure was also attempted. By comparison the elution sequences with results from previous studies, glucuronide conjugates including 7-gluc-Dai, 7-gluc-Gly, 4′-gluc-Dai, 7-gluc-Gen, then 4′-gluc-Gen were identified sequentially in women urine. However, 5-gluc-Gen was also observed in female porcine urine. In rat urine, sul-Dai was observed after 7-gluc-Dai, while 7-gluc-Equ and 4′-gluc-Equ were observed after 7-gluc-Gen. The metabolite profiles in rat liver tissue samples were found with 7-gluc-Dai and 7-gluc-Gen. However, glucuronide conjugates of equol and sulfate conjugate of daidzein were only found in rat urine. Interestingly, quantification studies performed by LC-APCI/MS and LC-ECD showed that the aglycone and conjugated glycitein were both found in porcine and rat urine, but only conjugated glycitein was found in woman urine."
662,"Chanwitheesuk A., Teerawutgulrag A., Rakariyatham N.",2005,Screening of antioxidant activity and antioxidant compounds of some edible plants of Thailand,CHANWITHEESUK 2005,Food Chemistry,92,3,491-497,2015-04-13 21:45:27 UTC,2015-04-14 04:27:09 UTC      ,,"A large number of plants, which have been used as food and herbs in Thailand, were investigated for their antioxidant activity by using a β-carotene bleaching method. The contents of plant chemicals, such as vitamin C, vitamin E, carotenoids, tannin, and total phenolics, were also determined. The results showed that the highest antioxidant activity was found in the plant Gymnema inodorum, followed by Piper sarmentosum and Mentha arvensis, respectively. G. inodorum also contained the highest amount of vitamin E, and M. arvensis contained the highest amount of total xanthophylls. Correlations between the chemical content of each plant and the antioxidant index were observed. The results suggest that chemicals such as vitamin C, vitamin E, carotenoids, and phenolic compounds are the contributors to the antioxidant activity in the plants. © 2004 Elsevier Ltd. All rights reserved."
